kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov,votes_jokowi,votes_prabowo,suara_sah,suara_tidak_sah,suara_total,kp_kec_names
320124,Ciawi,3201,Kabupaten Bogor,32,Jawa Barat,14011,49129,62931,2649,65612,CIAWI
320125,Cisarua,3201,Kabupaten Bogor,32,Jawa Barat,14284,57684,72304,2428,74531,CISARUA
320126,Megamendung,3201,Kabupaten Bogor,32,Jawa Barat,13796,47559,60700,2361,63451,MEGAMENDUNG
320127,Caringin,3201,Kabupaten Bogor,32,Jawa Barat,14861,55718,70489,3659,74077,CARINGIN
320128,Cijeruk,3201,Kabupaten Bogor,32,Jawa Barat,10669,36507,46901,2987,50149,CIJERUK
320129,Ciomas,3201,Kabupaten Bogor,32,Jawa Barat,25728,65328,90281,2610,93238,CIOMAS
320130,Dramaga,3201,Kabupaten Bogor,32,Jawa Barat,21977,44849,66517,1864,68257,DRAMAGA
320131,Tamansari,3201,Kabupaten Bogor,32,Jawa Barat,20129,41553,61471,2478,63576,TAMANSARI
320132,Klapanunggal,3201,Kabupaten Bogor,32,Jawa Barat,12360,49061,61684,1564,63468,KLAPANUNGGAL
320133,Ciseeng,3201,Kabupaten Bogor,32,Jawa Barat,20744,39089,59752,2995,62312,CISEENG
320134,Rancabungur,3201,Kabupaten Bogor,32,Jawa Barat,12623,21690,34019,1112,35162,RANCA BUNGUR
320135,Sukajaya,3201,Kabupaten Bogor,32,Jawa Barat,19777,17965,37465,1056,38634,SUKAJAYA
320136,Tanjungsari,3201,Kabupaten Bogor,32,Jawa Barat,7189,25477,32658,829,33515,TANJUNGSARI
320137,Tajurhalang,3201,Kabupaten Bogor,32,Jawa Barat,24729,39120,63633,1265,64425,TAJURHALANG
320138,Cigombong,3201,Kabupaten Bogor,32,Jawa Barat,12958,40670,53663,2099,55502,CIGOMBONG
320139,Leuwisadeng,3201,Kabupaten Bogor,32,Jawa Barat,8852,33063,41837,1610,43354,LEUWISADENG
320140,Tenjolaya,3201,Kabupaten Bogor,32,Jawa Barat,11618,23874,35610,1159,36685,TENJOLAYA
320201,Palabuhanratu,3202,Kabupaten Sukabumi,32,Jawa Barat,20179,37783,57830,1592,59557,PELABUHAN RATU
320202,Simpenan,3202,Kabupaten Sukabumi,32,Jawa Barat,10350,18915,28997,857,30175,SIMPENAN
320203,Cikakak,3202,Kabupaten Sukabumi,32,Jawa Barat,7208,14594,21802,696,22550,CIKAKAK
320204,Bantargadung,3202,Kabupaten Sukabumi,32,Jawa Barat,5641,13834,19475,590,20065,BANTAR GADUNG
320205,Cisolok,3202,Kabupaten Sukabumi,32,Jawa Barat,14934,22639,37546,1039,38584,CISOLOK
320206,Cikidang,3202,Kabupaten Sukabumi,32,Jawa Barat,10834,22565,33453,1268,34667,CIKIDANG
320207,Lengkong,3202,Kabupaten Sukabumi,32,Jawa Barat,4064,11642,15712,631,16337,LENGKONG
320208,Jampangtengah,3202,Kabupaten Sukabumi,32,Jawa Barat,11779,25563,37316,1348,38665,JAMPANG TENGAH
320209,Warungkiara,3202,Kabupaten Sukabumi,32,Jawa Barat,10844,22861,33592,1087,34784,WARUNG KIARA
320210,Cikembar,3202,Kabupaten Sukabumi,32,Jawa Barat,13374,35509,48886,1128,49871,CIKEMBAR
320211,Cibadak,3202,Kabupaten Sukabumi,32,Jawa Barat,20052,43415,63390,1572,65007,CIBADAK
320212,Nagrak,3202,Kabupaten Sukabumi,32,Jawa Barat,16559,32791,49320,1960,51315,NAGRAK
320213,Parungkuda,3202,Kabupaten Sukabumi,32,Jawa Barat,10756,30339,41095,1080,42211,PARUNG KUDA
320214,Bojonggenteng,3202,Kabupaten Sukabumi,32,Jawa Barat,3956,18058,22016,953,22753,BOJONG GENTENG
320215,Parakansalak,3202,Kabupaten Sukabumi,32,Jawa Barat,6532,19004,25533,815,26334,PARAKAN SALAK
320216,Cicurug,3202,Kabupaten Sukabumi,32,Jawa Barat,19650,55356,74937,2345,76964,CICURUG
320217,Cidahu,3202,Kabupaten Sukabumi,32,Jawa Barat,7503,31135,38607,1419,40056,CIDAHU
320218,Kalapanunggal,3202,Kabupaten Sukabumi,32,Jawa Barat,6465,21657,28123,897,28963,KALAPA NUNGGAL
320219,Kabandungan,3202,Kabupaten Sukabumi,32,Jawa Barat,6486,15527,21860,1130,22982,KABANDUNGAN
320220,Waluran,3202,Kabupaten Sukabumi,32,Jawa Barat,5689,9486,15175,479,15659,WALURAN
320221,Jampangkulon,3202,Kabupaten Sukabumi,32,Jawa Barat,6892,17837,24735,506,25235,JAMPANG KULON
320222,Ciemas,3202,Kabupaten Sukabumi,32,Jawa Barat,11926,15578,27318,1184,28502,CIEMAS
320223,Kalibunder,3202,Kabupaten Sukabumi,32,Jawa Barat,2508,12382,14890,697,15587,KALIBUNDER
320224,Surade,3202,Kabupaten Sukabumi,32,Jawa Barat,12910,28785,41685,887,42253,SURADE
320225,Cibitung,3202,Kabupaten Sukabumi,32,Jawa Barat,4388,10418,14806,363,15169,CIBITUNG
320226,Ciracap,3202,Kabupaten Sukabumi,32,Jawa Barat,13549,15128,28677,659,29335,CIRACAP
320227,Gunungguruh,3202,Kabupaten Sukabumi,32,Jawa Barat,8145,21880,29586,1520,31022,GUNUNG GURUH
320228,Cicantayan,3202,Kabupaten Sukabumi,32,Jawa Barat,7450,25871,33385,1040,34231,CICANTAYAN
320229,Cisaat,3202,Kabupaten Sukabumi,32,Jawa Barat,15115,55452,70236,1966,72080,CISAAT
320230,Kadudampit,3202,Kabupaten Sukabumi,32,Jawa Barat,5404,27081,32555,959,33482,KADUDAMPIT
320231,Caringin,3202,Kabupaten Sukabumi,32,Jawa Barat,6167,20046,26213,1021,27334,CARINGIN
320232,Sukabumi,3202,Kabupaten Sukabumi,32,Jawa Barat,6648,22574,29226,652,29877,SUKABUMI
320233,Sukaraja,3202,Kabupaten Sukabumi,32,Jawa Barat,10853,36705,47548,2390,49977,SUKARAJA
320234,Kebonpedes,3202,Kabupaten Sukabumi,32,Jawa Barat,3775,14082,17857,690,18462,KEBON PEDES
320235,Cireunghas,3202,Kabupaten Sukabumi,32,Jawa Barat,4238,14538,18778,933,19710,CIREUNGHAS
320236,Sukalarang,3202,Kabupaten Sukabumi,32,Jawa Barat,6978,15315,22222,2730,24970,SUKALARANG
320237,Pabuaran,3202,Kabupaten Sukabumi,32,Jawa Barat,3965,18692,22717,953,23631,PABUARAN
320238,Purabaya,3202,Kabupaten Sukabumi,32,Jawa Barat,6629,15913,22542,1109,23650,PURABAYA
320239,Nyalindung,3202,Kabupaten Sukabumi,32,Jawa Barat,8144,20180,28324,1222,29547,NYALINDUNG
320240,Gegerbitung,3202,Kabupaten Sukabumi,32,Jawa Barat,8355,13845,22208,683,22861,GEGER BITUNG
320241,Sagaranten,3202,Kabupaten Sukabumi,32,Jawa Barat,6356,21153,27322,1269,28591,SAGARANTEN
320242,Curugkembar,3202,Kabupaten Sukabumi,32,Jawa Barat,5106,11247,16353,759,17112,CURUG KEMBAR
320243,Cidolog,3202,Kabupaten Sukabumi,32,Jawa Barat,3505,7085,10590,418,11009,CIDOLOG
320244,Cidadap,3202,Kabupaten Sukabumi,32,Jawa Barat,3569,7736,11305,310,11613,CIDADAP
320245,Tegalbuleud,3202,Kabupaten Sukabumi,32,Jawa Barat,6490,12525,19013,366,19379,TEGALBULEUD
320246,Cimanggu,3202,Kabupaten Sukabumi,32,Jawa Barat,3554,8629,12185,399,12584,CIMANGGU
320247,Ciambar,3202,Kabupaten Sukabumi,32,Jawa Barat,4995,18546,23541,1057,24601,CIAMBAR
320301,Cianjur,3203,Kabupaten Cianjur,32,Jawa Barat,30721,61639,91845,3192,93966,CIANJUR
320302,Warungkondang,3203,Kabupaten Cianjur,32,Jawa Barat,10994,25965,36694,3296,39844,WARUNGKONDANG
320303,Cibeber,3203,Kabupaten Cianjur,32,Jawa Barat,19839,46295,66028,2727,68515,CIBEBER
320304,Cilaku,3203,Kabupaten Cianjur,32,Jawa Barat,16796,40131,55810,3430,58289,CILAKU
320305,Ciranjang,3203,Kabupaten Cianjur,32,Jawa Barat,17607,27553,45074,1558,46529,CIRANJANG
320306,Bonjogpicung,3203,Kabupaten Cianjur,32,Jawa Barat,16756,24788,41464,1379,42828,BOJONGPICUNG
320307,Karangtengah,3203,Kabupaten Cianjur,32,Jawa Barat,22770,56873,80632,2831,82633,KARANGTENGAH
320308,Mande,3203,Kabupaten Cianjur,32,Jawa Barat,14312,25671,39517,2227,41613,MANDE
320309,Sukaluyu,3203,Kabupaten Cianjur,32,Jawa Barat,14344,27553,41549,2179,43432,SUKALUYU
320310,Pacet,3203,Kabupaten Cianjur,32,Jawa Barat,16920,36381,52879,2914,56046,PACET
320311,Cugenang,3203,Kabupaten Cianjur,32,Jawa Barat,21283,35493,56763,3761,60726,CUGENANG
320312,Cikalongkulon,3203,Kabupaten Cianjur,32,Jawa Barat,16709,35839,52579,2546,56465,CIKALONGKULON
320313,Sukaresmi,3203,Kabupaten Cianjur,32,Jawa Barat,16957,26921,43965,2817,46687,SUKARESMI
320314,Sukanagara,3203,Kabupaten Cianjur,32,Jawa Barat,10935,16822,27594,1019,28777,SUKANAGARA
320315,Campaka,3203,Kabupaten Cianjur,32,Jawa Barat,14276,20449,34671,1422,36118,CAMPAKA
320316,Takokak,3203,Kabupaten Cianjur,32,Jawa Barat,12215,15402,27617,1148,28765,TAKOKAK
320317,Kadupandak,3203,Kabupaten Cianjur,32,Jawa Barat,12438,12752,25186,835,26025,KADUPANDAK
320318,Pagelarang,3203,Kabupaten Cianjur,32,Jawa Barat,15783,23012,38775,1302,40143,PAGELARAN
320319,Tanggeung,3203,Kabupaten Cianjur,32,Jawa Barat,9352,15437,24791,818,25438,TANGGEUNG
320320,Cubinong,3203,Kabupaten Cianjur,32,Jawa Barat,15087,18118,33030,1077,33915,CIBINONG
320321,Sindangbarang,3203,Kabupaten Cianjur,32,Jawa Barat,11171,16201,27367,578,27696,SINDANGBARANG
320322,Agrabinta,3203,Kabupaten Cianjur,32,Jawa Barat,7404,13159,20573,524,21097,AGRABINTA
320323,Cidaun,3203,Kabupaten Cianjur,32,Jawa Barat,22950,12673,35499,828,36324,CIDAUN
320324,Naringgul,3203,Kabupaten Cianjur,32,Jawa Barat,16224,9054,25280,535,25880,NARINGGUL
320325,Campakamulya,3203,Kabupaten Cianjur,32,Jawa Barat,5261,7828,13089,563,13652,CAMPAKAMULYA
320326,Cikadu,3203,Kabupaten Cianjur,32,Jawa Barat,11334,7539,18872,502,19374,CIKADU
320327,Gekbrong,3203,Kabupaten Cianjur,32,Jawa Barat,8010,19506,27397,3557,31022,GEKBRONG
320328,Cipanas,3203,Kabupaten Cianjur,32,Jawa Barat,17564,40486,57789,2736,60428,CIPANAS
320329,Cijati,3203,Kabupaten Cianjur,32,Jawa Barat,6679,11074,17653,583,18335,CIJATI
320330,Leles,3203,Kabupaten Cianjur,32,Jawa Barat,6521,12589,19111,373,19484,LELES
320331,Haurwangi,3203,Kabupaten Cianjur,32,Jawa Barat,13027,19399,32203,1053,33280,HAURWANGI
320332,Pasirkuda,3203,Kabupaten Cianjur,32,Jawa Barat,8769,11593,20362,862,21224,PASIRKUDA
320405,Cileunyi,3204,Kabupaten Bandung,32,Jawa Barat,31723,65583,97029,1679,98549,CILEUNYI
320406,Cimenyan,3204,Kabupaten Bandung,32,Jawa Barat,28377,37253,65640,1286,66938,CIMENYAN
320407,Cilengkrang,3204,Kabupaten Bandung,32,Jawa Barat,13237,17027,29961,525,30812,CILENGKRANG
320408,Bojongsoang,3204,Kabupaten Bandung,32,Jawa Barat,19556,40182,60064,1113,61347,BOJONGSOANG
320409,Margahayu,3204,Kabupaten Bandung,32,Jawa Barat,28191,41425,69253,1286,70372,MARGAHAYU
320410,Margaasih,3204,Kabupaten Bandung,32,Jawa Barat,31220,50949,81758,1646,83475,MARGAASIH
320411,Katapang,3204,Kabupaten Bandung,32,Jawa Barat,26982,42702,69426,1484,70949,KATAPANG
320412,Dayeuhkolot,3204,Kabupaten Bandung,32,Jawa Barat,21889,37926,59969,887,60869,DAYEUHKOLOT
320413,Banjaran,3204,Kabupaten Bandung,32,Jawa Barat,27773,46959,74530,1505,76027,BANJARAN
320414,Pameungpeuk,3204,Kabupaten Bandung,32,Jawa Barat,13456,33402,46850,847,47653,PAMEUNGPEUK
320415,Pangalengan,3204,Kabupaten Bandung,32,Jawa Barat,33134,55380,88453,1601,90014,PANGALENGAN
320416,Arjasari,3204,Kabupaten Bandung,32,Jawa Barat,22565,35825,58203,1788,59789,ARJASARI
320417,Cimaung,3204,Kabupaten Bandung,32,Jawa Barat,23748,25943,49374,1151,50707,CIMAUNG
320425,Cicalengka,3204,Kabupaten Bandung,32,Jawa Barat,22125,46481,68386,1527,69915,CICALENGKA
320426,Nagreg,3204,Kabupaten Bandung,32,Jawa Barat,11651,19905,31359,1052,32460,NAGREG
320427,Cikancung,3204,Kabupaten Bandung,32,Jawa Barat,20500,32504,53001,1735,54784,CIKANCUNG
320428,Rancaekek,3204,Kabupaten Bandung,32,Jawa Barat,28435,74294,102653,2160,104834,RANCAEKEK
320429,Ciparay,3204,Kabupaten Bandung,32,Jawa Barat,32027,64611,96355,1722,98568,CIPARAY
320430,Pacet,3204,Kabupaten Bandung,32,Jawa Barat,28924,33091,61714,1793,64347,PACET
320431,Kertasari,3204,Kabupaten Bandung,32,Jawa Barat,10957,32110,43071,628,43701,KERTASARI
320432,Baleendah,3204,Kabupaten Bandung,32,Jawa Barat,46995,92627,139519,2499,142118,BALEENDAH
320433,Majalaya,3204,Kabupaten Bandung,32,Jawa Barat,40131,53039,92906,2263,95432,MAJALAYA
320434,Solokanjeruk,3204,Kabupaten Bandung,32,Jawa Barat,23860,27941,51901,1059,52957,SOLOKANJERUK
320435,Paseh,3204,Kabupaten Bandung,32,Jawa Barat,37409,37536,74523,2192,77092,PASEH
320436,Ibun,3204,Kabupaten Bandung,32,Jawa Barat,28660,22318,50978,1498,52476,IBUN
320437,Soreang,3204,Kabupaten Bandung,32,Jawa Barat,23766,42431,66196,966,67251,SOREANG
320438,Pasirjambu,3204,Kabupaten Bandung,32,Jawa Barat,25056,27299,52023,1284,53311,PASIRJAMBU
320439,Ciwidey,3204,Kabupaten Bandung,32,Jawa Barat,22427,27669,49980,974,51176,CIWIDEY
320440,Rancabali,3204,Kabupaten Bandung,32,Jawa Barat,14719,15225,29750,638,30395,RANCABALI
320444,Cangkuang,3204,Kabupaten Bandung,32,Jawa Barat,18580,26613,45105,855,46006,CANGKUANG
320446,Kutawaringin,3204,Kabupaten Bandung,32,Jawa Barat,20783,39570,60365,1064,61535,KUTAWARINGIN
320501,Garut Kota,3205,Kabupaten Garut,32,Jawa Barat,23613,53941,77509,1716,78733,GARUT KOTA
320502,Karangpawitan,3205,Kabupaten Garut,32,Jawa Barat,17116,59254,76126,2017,77892,KARANGPAWITAN
320503,Wanaraja,3205,Kabupaten Garut,32,Jawa Barat,7215,20354,27022,991,28476,WANARAJA
320504,Tarogong Kaler,3205,Kabupaten Garut,32,Jawa Barat,13490,43903,57254,1212,58450,TAROGONG KALER
320505,Tarogong Kidul,3205,Kabupaten Garut,32,Jawa Barat,14022,51687,65531,1158,66766,TAROGONG KIDUL
320506,Banyuresmi,3205,Kabupaten Garut,32,Jawa Barat,11629,40492,51950,1411,53363,BANYURESMI
320507,Samarang,3205,Kabupaten Garut,32,Jawa Barat,9424,35771,44936,1262,46263,SAMARANG
320508,Pasirwangi,3205,Kabupaten Garut,32,Jawa Barat,8810,32302,41107,887,41962,PASIRWANGI
320509,Leles,3205,Kabupaten Garut,32,Jawa Barat,15292,30732,45946,1336,47200,LELES
320510,Kadungora,3205,Kabupaten Garut,32,Jawa Barat,15322,39065,54019,1296,55227,KADUNGORA
320511,Leuwigoong,3205,Kabupaten Garut,32,Jawa Barat,7283,19312,26394,926,27238,LEUWIGOONG
320512,Cibatu,3205,Kabupaten Garut,32,Jawa Barat,10320,29688,39801,788,40401,CIBATU
320513,Kersamanah,3205,Kabupaten Garut,32,Jawa Barat,4101,16468,20441,563,21004,KERSAMANAH
320514,Malangbong,3205,Kabupaten Garut,32,Jawa Barat,14806,51434,65996,1945,67836,MALANGBONG
320515,Sukawening,3205,Kabupaten Garut,32,Jawa Barat,6612,23960,30555,695,31249,SUKAWENING
320516,Karangtengah,3205,Kabupaten Garut,32,Jawa Barat,2294,6881,8999,342,9517,KARANGTENGAH
320517,Bayongbong,3205,Kabupaten Garut,32,Jawa Barat,13975,42880,56644,1778,58764,BAYONGBONG
320518,Cigedug,3205,Kabupaten Garut,32,Jawa Barat,5846,17203,22999,876,23907,CIGEDUG
320519,Cilawu,3205,Kabupaten Garut,32,Jawa Barat,16997,46470,63246,1895,65010,CILAWU
320520,Cisurupan,3205,Kabupaten Garut,32,Jawa Barat,20010,37596,57370,1565,59125,CISURUPAN
320521,Sukaresmi,3205,Kabupaten Garut,32,Jawa Barat,10596,13038,23629,593,24217,SUKARESMI
320522,Cikajang,3205,Kabupaten Garut,32,Jawa Barat,12213,36347,48485,1066,49755,CIKAJANG
320523,Banjarwangi,3205,Kabupaten Garut,32,Jawa Barat,10859,21507,32262,1313,33703,BANJARWANGI
320524,Singajaya,3205,Kabupaten Garut,32,Jawa Barat,10002,15990,25924,1248,27066,SINGAJAYA
320525,Cihurip,3205,Kabupaten Garut,32,Jawa Barat,3928,7107,11037,305,11342,CIHURIP
320526,Peundeuy,3205,Kabupaten Garut,32,Jawa Barat,2829,10083,12846,271,13111,PEUNDEUY
320527,Pameungpeuk,3205,Kabupaten Garut,32,Jawa Barat,3866,19598,23217,370,24064,PAMEUNGPEUK
320528,Cisompet,3205,Kabupaten Garut,32,Jawa Barat,11305,18749,29677,808,30709,CISOMPET
320529,Cibalong,3205,Kabupaten Garut,32,Jawa Barat,11145,13951,24887,568,25386,CIBALONG
320530,Cikelet,3205,Kabupaten Garut,32,Jawa Barat,6420,19035,25455,444,25899,CIKELET
320531,Bungbulang,3205,Kabupaten Garut,32,Jawa Barat,13356,22067,35424,704,36122,BUNGBULANG
320532,Mekarmukti,3205,Kabupaten Garut,32,Jawa Barat,4284,5609,9755,340,10082,MEKARMUKTI
320533,Pakenjeng,3205,Kabupaten Garut,32,Jawa Barat,11513,30766,42082,1346,43528,PAKENJENG
320534,Pamulihan,3205,Kabupaten Garut,32,Jawa Barat,2223,8493,10715,269,10985,PAMULIHAN
320535,Cisewu,3205,Kabupaten Garut,32,Jawa Barat,8483,12846,21247,355,21549,CISEWU
320536,Caringin,3205,Kabupaten Garut,32,Jawa Barat,7162,11295,18457,482,19010,CARINGIN
320537,Talegong,3205,Kabupaten Garut,32,Jawa Barat,8330,9722,17913,599,18514,TALEGONG
320538,Limbangan,3205,Kabupaten Garut,32,Jawa Barat,14980,31236,45960,928,47188,BL. LIMBANGAN
320539,Selaawi,3205,Kabupaten Garut,32,Jawa Barat,7196,16090,23291,502,23793,SELAAWI
320540,Cibiuk,3205,Kabupaten Garut,32,Jawa Barat,4583,13772,18227,540,18766,CIBIUK
320541,Pangatikan,3205,Kabupaten Garut,32,Jawa Barat,4081,18310,22357,586,23122,PANGATIKAN
320542,Sucinaraja,3205,Kabupaten Garut,32,Jawa Barat,4356,12387,16643,442,17201,SUCINARAJA
320601,Cipatujah,3206,Kabupaten Tasikmalaya,32,Jawa Barat,17205,21431,38533,757,39396,CIPATUJAH
320602,Karangnunggal,3206,Kabupaten Tasikmalaya,32,Jawa Barat,15976,32521,48497,824,49321,KARANGNUNGGAL
320603,Cikalong,3206,Kabupaten Tasikmalaya,32,Jawa Barat,8703,27838,36541,479,36920,CIKALONG
320604,Pancatengah,3206,Kabupaten Tasikmalaya,32,Jawa Barat,6326,20051,26377,518,26895,PANCATENGAH
320605,Cikatomas,3206,Kabupaten Tasikmalaya,32,Jawa Barat,9272,20957,30225,481,30701,CIKATOMAS
320606,Cibalong,3206,Kabupaten Tasikmalaya,32,Jawa Barat,6480,13437,19917,312,20272,CIBALONG
320607,Parungponteng,3206,Kabupaten Tasikmalaya,32,Jawa Barat,4686,16674,21360,302,21664,PARUNGPONTENG
320608,Bantarkalong,3206,Kabupaten Tasikmalaya,32,Jawa Barat,4621,16436,21057,444,21501,BANTARKALONG
320609,Bojongasih,3206,Kabupaten Tasikmalaya,32,Jawa Barat,2678,8851,11529,249,11945,BOJONGASIH
320610,Culamega,3206,Kabupaten Tasikmalaya,32,Jawa Barat,3523,10531,14054,260,14312,CULAMEGA
320611,Bojonggambir,3206,Kabupaten Tasikmalaya,32,Jawa Barat,8290,15241,23531,507,24038,BOJONGGAMBIR
320612,Sodonghilir,3206,Kabupaten Tasikmalaya,32,Jawa Barat,7178,29628,36802,624,37426,SODONGHILIR
320613,Taraju,3206,Kabupaten Tasikmalaya,32,Jawa Barat,7330,16339,23669,567,24236,TARAJU
320614,Salawu,3206,Kabupaten Tasikmalaya,32,Jawa Barat,10917,26258,37145,984,38151,SALAWU
320615,Puspahiang,3206,Kabupaten Tasikmalaya,32,Jawa Barat,9595,11028,20603,637,21260,PUSPAHIANG
320616,Tanjungjaya,3206,Kabupaten Tasikmalaya,32,Jawa Barat,8635,17056,25691,618,26334,TANJUNGJAYA
320617,Sukaraja,3206,Kabupaten Tasikmalaya,32,Jawa Barat,9261,21543,30804,587,31391,SUKARAJA
320618,Salopa,3206,Kabupaten Tasikmalaya,32,Jawa Barat,9114,17441,26605,505,27110,SALOPA
320619,Jatiwaras,3206,Kabupaten Tasikmalaya,32,Jawa Barat,7042,21595,28637,570,29208,JATIWARAS
320620,Cineam,3206,Kabupaten Tasikmalaya,32,Jawa Barat,8375,12734,21109,532,21681,CINEAM
320621,Karang Jaya,3206,Kabupaten Tasikmalaya,32,Jawa Barat,4049,3908,7957,133,8090,KARANGJAYA
320622,Manonjaya,3206,Kabupaten Tasikmalaya,32,Jawa Barat,10215,27108,37323,771,38083,MANONJAYA
320623,Gunung Tanjung,3206,Kabupaten Tasikmalaya,32,Jawa Barat,3989,12685,16674,362,17036,GUNUNGTANJUNG
320624,Singaparna,3206,Kabupaten Tasikmalaya,32,Jawa Barat,13089,26828,39757,767,41271,SINGAPARNA
320625,Mangunreja,3206,Kabupaten Tasikmalaya,32,Jawa Barat,7726,15374,23100,711,23811,MANGUNREJA
320626,Sukarame,3206,Kabupaten Tasikmalaya,32,Jawa Barat,5535,17915,23452,568,23959,SUKARAME
320627,Cigalontang,3206,Kabupaten Tasikmalaya,32,Jawa Barat,11829,31371,43200,1132,44332,CIGALONTANG
320628,Leuwisari,3206,Kabupaten Tasikmalaya,32,Jawa Barat,6498,16443,22729,556,23498,LEUWISARI
320629,Padakembang,3206,Kabupaten Tasikmalaya,32,Jawa Barat,6863,15417,22280,548,22826,PADAKEMBANG
320630,Sariwangi,3206,Kabupaten Tasikmalaya,32,Jawa Barat,4620,14348,18973,454,19412,SARIWANGI
320631,Sukaratu,3206,Kabupaten Tasikmalaya,32,Jawa Barat,7955,18992,26920,645,27316,SUKARATU
320632,Cisayong,3206,Kabupaten Tasikmalaya,32,Jawa Barat,10583,22074,32082,930,33445,CISAYONG
320633,Sukahening,3206,Kabupaten Tasikmalaya,32,Jawa Barat,5997,10730,16727,533,17260,SUKAHENING
320634,Rajapolah,3206,Kabupaten Tasikmalaya,32,Jawa Barat,7534,20434,27968,594,28562,RAJAPOLAH
320635,Jamanis,3206,Kabupaten Tasikmalaya,32,Jawa Barat,4828,14886,19715,536,20250,JAMANIS
320636,Ciawi,3206,Kabupaten Tasikmalaya,32,Jawa Barat,11005,24021,34805,1011,35816,CIAWI
320637,Kadipaten,3206,Kabupaten Tasikmalaya,32,Jawa Barat,3581,16860,20444,545,20991,KADIPATEN
320638,Pagerageung,3206,Kabupaten Tasikmalaya,32,Jawa Barat,6845,25049,31894,690,32584,PAGERAGEUNG
320639,Sukaresik,3206,Kabupaten Tasikmalaya,32,Jawa Barat,4229,16675,20904,497,21401,SUKARESIK
320701,Ciamis,3207,Kabupaten Ciamis,32,Jawa Barat,21639,39503,60914,876,61670,CIAMIS
320702,Cikoneng,3207,Kabupaten Ciamis,32,Jawa Barat,11149,20764,32088,594,32640,CIKONENG
320703,Cijeungjing,3207,Kabupaten Ciamis,32,Jawa Barat,10942,22152,32994,717,33619,CIJEUNGJING
320704,Sadananya,3207,Kabupaten Ciamis,32,Jawa Barat,6156,16283,22263,690,22866,SADANANYA
320705,Cidolog,3207,Kabupaten Ciamis,32,Jawa Barat,6008,5692,11511,426,11939,CIDOLOG
320706,Cihaurbeuti,3207,Kabupaten Ciamis,32,Jawa Barat,8383,21097,29475,638,30156,CIHAURBEUTI
320707,Panumbangan,3207,Kabupaten Ciamis,32,Jawa Barat,13050,21967,34826,809,36256,PANUMBANGAN
320708,Panjalu,3207,Kabupaten Ciamis,32,Jawa Barat,7796,17358,25157,459,25650,PANJALU
320709,Kawali,3207,Kabupaten Ciamis,32,Jawa Barat,7773,17755,25438,487,26013,KAWALI
320710,Panawangan,3207,Kabupaten Ciamis,32,Jawa Barat,14027,16003,30028,870,30749,PANAWANGAN
320711,Cipaku,3207,Kabupaten Ciamis,32,Jawa Barat,12250,26152,38027,970,38999,CIPAKU
320712,Jatinagara,3207,Kabupaten Ciamis,32,Jawa Barat,5410,10584,15994,423,16220,JATINAGARA
320713,Rajadesa,3207,Kabupaten Ciamis,32,Jawa Barat,8318,21597,29915,665,30599,RAJADESA
320714,Sukadana,3207,Kabupaten Ciamis,32,Jawa Barat,6925,8064,14989,311,15151,SUKADANA
320715,Rancah,3207,Kabupaten Ciamis,32,Jawa Barat,13852,21447,35109,493,35501,RANCAH
320716,Tambaksari,3207,Kabupaten Ciamis,32,Jawa Barat,8845,5033,13888,244,14122,TAMBAKSARI
320717,Lakbok,3207,Kabupaten Ciamis,32,Jawa Barat,19698,10648,30353,582,30863,LAKBOK
320718,Banjarsari,3207,Kabupaten Ciamis,32,Jawa Barat,20502,19725,40254,681,40778,BANJARSARI
320719,Pamarican,3207,Kabupaten Ciamis,32,Jawa Barat,23622,17240,40862,800,41685,PAMARICAN
320729,Cimaragas,3207,Kabupaten Ciamis,32,Jawa Barat,5119,5220,10341,172,10508,CIMARAGAS
320730,Cisaga,3207,Kabupaten Ciamis,32,Jawa Barat,12544,11563,24107,390,24533,CISAGA
320731,Sindangkasih,3207,Kabupaten Ciamis,32,Jawa Barat,9314,19656,28971,444,29415,SINDANGKASIH
320732,Baregbeg,3207,Kabupaten Ciamis,32,Jawa Barat,9396,16892,26074,770,26992,BAREGBEG
320733,Sukamantri,3207,Kabupaten Ciamis,32,Jawa Barat,4737,7662,12407,339,12738,SUKAMANTRI
320734,Lumbung,3207,Kabupaten Ciamis,32,Jawa Barat,4493,12862,17405,348,17488,LUMBUNG
320735,Purwadadi,3207,Kabupaten Ciamis,32,Jawa Barat,12668,9292,21960,349,22526,PURWADADI
320737,Banjaranyar,3207,Kabupaten Ciamis,32,Jawa Barat,14297,9727,23821,576,24517,BANJARANYAR
320801,Kadugede,3208,Kabupaten Kuningan,32,Jawa Barat,5864,10630,16494,458,16952,KADUGEDE
320802,Ciniru,3208,Kabupaten Kuningan,32,Jawa Barat,3618,6951,10569,290,10859,CINIRU
320803,Subang,3208,Kabupaten Kuningan,32,Jawa Barat,1883,7399,9282,170,9452,SUBANG
320804,Ciwaru,3208,Kabupaten Kuningan,32,Jawa Barat,6338,8569,14907,488,15395,CIWARU
320805,Cibingbin,3208,Kabupaten Kuningan,32,Jawa Barat,11792,9555,21347,509,21856,CIBINGBIN
